time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,sunshine_duration,et0_fao_evapotranspiration,weathercode,city,latitude,longitude,region
2026-03-23,30.1,21.1,25.4,32.7,24.3,0.8,0.8,9.5,24.1,228,20.57,40396.14,4.43,51,Kolkata,22.5726,88.3639,West Bengal
2026-03-24,33.3,22.7,27.4,35.0,26.9,0.0,0.0,12.9,32.8,205,20.74,36987.37,5.0,3,Kolkata,22.5726,88.3639,West Bengal
2026-03-25,33.8,24.6,27.9,38.1,28.7,0.4,0.4,12.0,30.2,201,19.59,36989.83,4.58,51,Kolkata,22.5726,88.3639,West Bengal
2026-03-26,34.9,22.0,28.8,39.5,26.0,0.5,0.5,9.5,23.0,183,19.08,35726.82,4.41,53,Kolkata,22.5726,88.3639,West Bengal
2026-03-27,37.7,25.2,30.3,38.5,29.1,0.0,0.0,16.6,39.2,219,20.56,36521.27,5.41,3,Kolkata,22.5726,88.3639,West Bengal
2026-03-28,32.3,22.9,26.8,35.4,26.0,16.0,16.0,24.5,49.0,103,19.49,36485.77,4.62,63,Kolkata,22.5726,88.3639,West Bengal
2026-03-29,33.2,23.2,27.6,40.0,26.6,8.8,8.8,12.0,31.7,159,19.56,39600.64,4.39,63,Kolkata,22.5726,88.3639,West Bengal
2026-03-30,31.5,25.6,28.2,38.2,31.1,1.5,1.5,11.8,27.0,190,16.72,30643.1,3.77,53,Kolkata,22.5726,88.3639,West Bengal
2026-03-31,31.0,23.7,27.2,36.8,26.7,2.9,2.9,14.9,35.3,190,15.56,33610.32,3.44,63,Kolkata,22.5726,88.3639,West Bengal
2026-04-01,35.8,25.0,29.7,40.6,30.2,0.0,0.0,11.2,25.6,205,21.48,38243.19,5.18,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-02,37.3,26.0,30.6,40.8,31.0,0.2,0.2,14.2,41.4,206,22.17,42866.37,5.64,51,Kolkata,22.5726,88.3639,West Bengal
2026-04-03,38.0,26.4,31.4,42.5,31.2,0.0,0.0,12.6,34.2,210,22.63,42840.64,5.83,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-04,38.0,27.0,32.0,41.8,33.7,0.0,0.0,13.1,33.1,249,21.71,41064.02,5.57,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-05,31.6,26.3,28.5,34.4,29.8,1.8,1.8,18.7,47.2,260,18.24,32305.11,4.56,53,Kolkata,22.5726,88.3639,West Bengal
2026-04-06,33.1,23.4,27.2,38.1,26.6,7.5,7.5,10.7,28.1,250,21.33,43200.0,4.75,63,Kolkata,22.5726,88.3639,West Bengal
2026-04-07,31.8,22.1,26.2,35.9,25.0,1.0,1.0,11.3,30.6,166,21.81,43135.99,4.68,53,Kolkata,22.5726,88.3639,West Bengal
2026-04-08,31.1,22.1,25.4,35.8,24.6,12.8,12.8,17.3,40.7,176,19.36,32625.2,4.26,63,Kolkata,22.5726,88.3639,West Bengal
2026-04-09,27.5,21.2,24.1,32.0,24.4,34.9,34.9,13.0,34.2,117,12.36,23088.46,2.52,65,Kolkata,22.5726,88.3639,West Bengal
2026-04-10,31.5,22.6,26.6,35.4,27.1,0.0,0.0,9.3,24.1,236,22.55,37265.47,4.87,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-11,32.8,23.4,27.7,37.4,28.2,0.0,0.0,8.3,19.4,226,23.66,43200.0,5.2,1,Kolkata,22.5726,88.3639,West Bengal
2026-04-12,34.7,24.9,28.9,37.9,30.1,0.0,0.0,14.2,31.0,213,24.09,36898.49,5.64,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-13,35.5,26.0,30.0,40.6,30.8,0.0,0.0,13.9,36.0,198,24.06,43200.0,5.75,1,Kolkata,22.5726,88.3639,West Bengal
2026-04-14,37.5,26.9,31.1,41.4,32.9,0.0,0.0,14.1,33.5,216,23.22,39600.0,5.75,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-15,37.7,26.6,31.0,42.0,32.8,0.9,0.9,14.9,34.9,199,22.99,43200.0,5.79,53,Kolkata,22.5726,88.3639,West Bengal
2026-04-16,35.3,25.6,29.4,39.5,29.2,6.7,6.7,16.4,40.7,176,18.31,36046.18,4.67,63,Kolkata,22.5726,88.3639,West Bengal
2026-04-17,34.6,26.5,29.8,41.5,32.9,0.9,0.9,10.8,24.5,171,21.01,38632.48,4.72,51,Kolkata,22.5726,88.3639,West Bengal
2026-04-18,34.9,27.0,30.2,41.0,33.5,0.0,0.0,12.7,31.0,191,22.68,39600.0,5.29,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-19,35.7,27.5,30.7,42.6,33.8,0.0,0.0,14.2,33.1,186,23.6,39600.0,5.69,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-20,37.4,26.9,31.3,43.8,32.6,0.0,0.0,15.4,35.3,189,23.53,39600.0,5.89,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-21,38.0,27.0,31.5,43.2,31.7,0.0,0.0,13.1,30.2,192,23.76,43200.0,5.93,2,Kolkata,22.5726,88.3639,West Bengal
2026-04-22,38.0,27.6,31.8,45.1,34.1,0.3,0.3,12.9,36.0,159,23.91,39600.0,5.69,51,Kolkata,22.5726,88.3639,West Bengal
2026-04-23,38.0,27.0,31.7,44.6,33.3,0.0,0.0,14.9,34.9,182,23.2,37410.87,5.76,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-24,38.3,28.1,32.1,45.3,33.8,0.0,0.0,13.6,33.8,183,23.63,37047.38,6.03,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-25,37.7,28.1,31.7,43.4,33.9,0.0,0.0,15.1,38.9,186,24.11,39736.04,6.14,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-26,35.3,27.5,31.0,39.9,33.5,0.3,0.3,17.0,40.3,176,22.33,41458.06,5.94,51,Kolkata,22.5726,88.3639,West Bengal
2026-04-27,35.1,28.0,30.9,41.1,33.1,0.0,0.0,21.1,50.0,188,17.73,31563.02,5.04,3,Kolkata,22.5726,88.3639,West Bengal
2026-04-28,36.1,26.4,30.6,42.7,28.7,24.8,24.8,23.6,54.4,182,18.72,35309.72,4.88,65,Kolkata,22.5726,88.3639,West Bengal
2026-04-29,33.1,22.6,28.2,40.0,25.4,1.4,1.4,18.3,43.2,153,18.54,33782.66,4.23,53,Kolkata,22.5726,88.3639,West Bengal
2026-04-30,30.4,21.7,25.4,35.2,24.7,11.0,11.0,12.2,30.2,141,20.94,36038.78,4.34,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-01,29.5,21.8,25.6,33.6,25.8,0.2,0.2,9.7,25.2,158,16.35,30545.86,3.45,51,Kolkata,22.5726,88.3639,West Bengal
2026-05-02,34.0,23.8,26.7,38.5,27.3,1.3,1.3,20.6,49.3,147,20.79,39222.1,4.3,53,Kolkata,22.5726,88.3639,West Bengal
2026-05-03,30.9,23.6,26.9,39.6,28.4,19.2,19.2,9.5,42.8,126,18.95,30721.87,3.99,65,Kolkata,22.5726,88.3639,West Bengal
2026-05-04,32.7,25.4,27.9,39.0,29.6,2.3,2.3,12.1,28.1,151,19.86,40268.66,4.35,53,Kolkata,22.5726,88.3639,West Bengal
2026-05-05,30.0,22.2,26.4,35.5,23.5,9.8,9.8,21.7,45.7,102,15.66,26149.92,3.39,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-06,32.1,23.7,27.3,39.2,28.2,13.7,13.7,8.3,34.2,139,19.55,37058.35,4.13,65,Kolkata,22.5726,88.3639,West Bengal
2026-05-07,30.7,23.5,26.3,36.5,26.9,6.7,6.7,22.3,52.6,98,20.82,39600.0,4.28,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-08,32.2,23.1,26.8,40.5,26.9,4.0,4.0,10.2,29.2,214,21.11,37955.85,4.38,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-09,32.3,24.4,27.5,39.0,28.8,2.6,2.6,12.9,28.8,145,21.65,33209.73,4.67,61,Kolkata,22.5726,88.3639,West Bengal
2026-05-10,31.2,23.9,27.1,35.9,27.9,0.5,0.5,11.0,19.1,150,18.27,32872.11,4.03,51,Kolkata,22.5726,88.3639,West Bengal
2026-05-11,31.3,22.4,27.2,38.2,24.8,22.8,22.8,19.0,42.8,146,21.76,39883.42,4.76,65,Kolkata,22.5726,88.3639,West Bengal
2026-05-12,33.1,25.9,28.9,39.5,31.0,3.7,3.7,11.1,31.0,170,21.82,40699.01,4.92,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-13,32.9,26.7,29.5,38.8,31.4,9.6,9.6,14.8,46.1,182,21.43,38952.19,5.1,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-14,35.9,24.9,30.4,42.4,30.0,3.5,3.5,15.2,36.0,200,23.28,41776.91,5.69,61,Kolkata,22.5726,88.3639,West Bengal
2026-05-15,35.6,27.9,31.1,42.2,33.5,1.0,1.0,14.1,36.4,191,23.34,41299.02,5.75,53,Kolkata,22.5726,88.3639,West Bengal
2026-05-16,35.2,27.9,30.8,42.1,33.3,0.4,0.4,15.7,34.2,195,22.97,40584.27,5.58,51,Kolkata,22.5726,88.3639,West Bengal
2026-05-17,35.7,28.3,31.3,43.6,34.1,4.8,4.8,14.8,33.1,191,23.13,39696.93,5.67,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-18,37.2,29.0,31.6,44.6,35.2,6.5,6.5,15.3,33.8,179,23.09,40957.42,5.6,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-19,36.1,28.7,31.6,43.4,35.4,0.3,0.3,17.6,42.5,166,21.55,39600.0,5.27,51,Kolkata,22.5726,88.3639,West Bengal
2026-05-20,36.7,28.6,32.0,45.4,35.7,0.0,0.0,10.8,24.5,162,22.77,39592.72,5.4,2,Kolkata,22.5726,88.3639,West Bengal
2026-05-21,36.4,28.5,32.0,45.4,35.6,0.0,0.0,12.6,31.0,161,22.78,40192.1,5.33,3,Kolkata,22.5726,88.3639,West Bengal
2026-05-22,36.0,28.7,31.5,43.3,35.8,8.9,8.9,12.6,36.4,173,17.99,27950.41,4.31,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-23,35.5,26.2,31.1,43.1,30.6,3.6,3.6,16.2,44.6,182,22.27,39600.0,5.26,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-24,35.9,29.5,32.2,43.2,35.8,1.0,1.0,15.9,38.2,183,23.1,41624.55,5.84,53,Kolkata,22.5726,88.3639,West Bengal
2026-05-25,35.0,29.4,31.8,41.5,35.7,0.0,0.0,21.9,51.8,186,23.46,40207.47,5.91,3,Kolkata,22.5726,88.3639,West Bengal
2026-05-26,36.4,29.6,32.3,43.5,35.5,0.2,0.2,15.9,39.2,181,20.89,39411.77,5.51,51,Kolkata,22.5726,88.3639,West Bengal
2026-05-27,33.9,25.5,29.2,39.9,30.7,24.7,24.7,12.3,41.0,149,19.32,33630.11,4.33,65,Kolkata,22.5726,88.3639,West Bengal
2026-05-28,33.7,26.1,29.4,40.5,32.3,3.9,3.9,10.6,27.4,135,22.09,39734.26,4.96,63,Kolkata,22.5726,88.3639,West Bengal
2026-05-29,37.1,25.9,29.2,41.8,29.9,14.4,14.4,21.7,59.8,139,19.94,34062.02,4.57,65,Kolkata,22.5726,88.3639,West Bengal
2026-05-30,33.2,24.0,27.9,40.7,28.1,3.4,3.4,8.7,49.3,122,20.97,37408.13,4.55,61,Kolkata,22.5726,88.3639,West Bengal
2026-05-31,34.9,26.5,30.3,42.0,32.3,0.3,0.3,14.3,32.4,183,23.98,42882.58,5.39,51,Kolkata,22.5726,88.3639,West Bengal
2026-06-01,35.5,28.3,31.6,42.8,35.6,2.8,2.8,12.8,33.8,172,22.76,42826.41,5.4,61,Kolkata,22.5726,88.3639,West Bengal
2026-06-02,37.7,28.3,32.4,43.5,35.3,0.4,0.4,10.9,28.4,180,23.33,43074.39,5.75,51,Kolkata,22.5726,88.3639,West Bengal
2026-06-03,37.3,29.2,32.5,45.5,36.0,0.8,0.8,12.2,32.8,191,23.36,41612.29,5.77,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-04,37.6,29.5,32.6,44.5,34.6,11.2,11.2,14.9,38.5,182,21.78,39968.51,5.43,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-05,35.0,29.5,31.1,41.5,36.0,1.2,1.2,11.6,31.3,135,17.27,30936.46,4.03,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-06,34.1,26.0,29.3,42.6,32.1,19.2,19.2,11.5,29.5,134,18.93,26375.98,4.14,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-07,32.8,26.4,29.0,40.3,31.9,10.1,10.1,16.4,36.0,159,17.16,29205.69,3.73,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-08,36.5,26.3,30.7,44.3,32.2,1.5,1.5,13.5,30.6,193,23.04,43200.0,5.35,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-09,35.5,27.8,31.9,43.1,34.0,0.0,0.0,11.9,30.2,182,22.09,42830.27,5.31,3,Kolkata,22.5726,88.3639,West Bengal
2026-06-10,35.0,27.7,30.3,42.2,32.4,9.3,9.3,18.9,46.4,155,23.0,43200.0,5.13,65,Kolkata,22.5726,88.3639,West Bengal
2026-06-11,33.5,26.0,28.6,41.7,30.8,16.4,16.4,12.4,40.0,159,17.15,37893.74,3.7,65,Kolkata,22.5726,88.3639,West Bengal
2026-06-12,32.6,25.4,28.6,41.5,30.8,1.3,1.3,9.8,24.5,138,18.71,39336.49,4.1,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-13,32.9,26.3,29.2,40.7,32.1,1.5,1.5,15.0,40.7,177,18.29,38390.81,3.99,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-14,33.1,27.4,29.8,39.7,34.1,1.9,1.9,12.4,41.4,194,16.92,28322.96,3.92,55,Kolkata,22.5726,88.3639,West Bengal
2026-06-15,35.9,28.3,31.0,43.8,34.6,15.1,15.1,15.5,39.6,174,20.92,38692.68,4.85,65,Kolkata,22.5726,88.3639,West Bengal
2026-06-16,36.2,28.5,31.6,42.7,34.9,4.1,4.1,13.0,32.8,179,22.12,43312.71,5.46,61,Kolkata,22.5726,88.3639,West Bengal
2026-06-17,36.2,28.6,32.1,43.0,34.9,1.4,1.4,10.7,28.4,186,23.3,43029.87,5.84,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-18,35.7,25.8,30.1,42.6,30.5,4.4,4.4,14.3,42.1,162,19.08,34603.26,4.45,55,Kolkata,22.5726,88.3639,West Bengal
2026-06-19,30.6,26.0,27.7,37.4,31.5,45.6,45.6,12.1,27.4,181,8.48,15286.95,1.96,65,Kolkata,22.5726,88.3639,West Bengal
2026-06-20,34.5,27.0,30.1,41.9,32.8,1.2,1.2,12.4,29.2,181,21.42,41196.95,4.95,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-21,34.0,27.0,29.3,41.8,33.2,13.3,13.3,12.0,28.4,185,13.26,14353.2,3.1,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-22,31.3,26.4,28.2,38.8,32.1,27.0,27.0,12.2,30.6,175,15.83,26923.42,3.33,65,Kolkata,22.5726,88.3639,West Bengal
2026-06-23,32.4,27.3,29.0,41.0,33.9,14.5,14.5,9.9,32.0,170,18.61,29475.05,3.94,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-24,33.4,27.9,29.4,40.7,34.4,5.5,5.5,9.8,37.4,177,12.09,10991.12,2.84,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-25,34.9,27.1,29.7,43.4,32.5,3.1,3.1,13.8,33.8,164,19.61,37225.06,4.33,55,Kolkata,22.5726,88.3639,West Bengal
2026-06-26,32.9,27.0,29.8,40.7,32.9,6.2,6.2,9.3,27.4,166,22.83,44119.09,4.99,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-27,34.3,27.5,30.2,41.1,34.0,2.0,2.0,12.3,26.6,160,23.39,43842.12,5.26,53,Kolkata,22.5726,88.3639,West Bengal
2026-06-28,32.8,27.5,29.7,42.1,33.5,12.6,12.6,12.0,33.1,182,21.59,40811.67,4.68,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-29,34.0,27.1,29.2,43.0,33.6,24.5,24.5,10.5,25.9,177,15.33,24217.54,3.33,63,Kolkata,22.5726,88.3639,West Bengal
2026-06-30,32.3,26.8,28.1,40.2,32.8,10.2,10.2,13.7,34.9,169,16.25,23457.94,3.4,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-01,31.5,25.8,28.8,39.3,31.3,5.0,5.0,8.6,24.8,155,19.44,38914.45,4.15,53,Kolkata,22.5726,88.3639,West Bengal
2026-07-02,33.0,25.8,28.8,40.5,31.4,11.5,11.5,10.6,37.8,128,20.28,39208.16,4.31,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-03,32.8,27.1,29.6,39.9,33.6,4.2,4.2,13.9,40.7,90,22.12,36483.0,4.87,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-04,32.2,27.5,29.2,37.1,32.3,7.7,7.7,20.4,50.4,79,17.66,36324.23,4.19,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-05,30.6,26.4,28.1,35.9,30.9,13.1,13.1,16.7,40.7,101,14.84,20551.91,3.33,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-06,30.4,25.7,27.7,35.8,30.7,15.7,15.7,16.2,40.7,161,16.55,27666.97,3.52,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-07,29.5,25.1,28.0,36.2,30.5,30.4,30.4,17.0,45.4,186,14.53,24431.97,3.04,65,Kolkata,22.5726,88.3639,West Bengal
2026-07-08,32.7,27.5,29.5,38.3,32.4,9.7,9.7,14.8,40.0,196,14.93,22915.23,3.59,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-09,29.2,26.3,28.0,35.5,31.8,40.9,40.9,17.4,45.7,198,7.69,4001.18,1.86,65,Kolkata,22.5726,88.3639,West Bengal
2026-07-10,29.8,26.1,27.4,36.5,31.6,41.1,41.1,15.4,31.0,234,8.58,2295.24,1.89,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-11,32.6,26.5,28.8,39.5,31.8,38.9,38.9,14.0,39.6,244,19.58,28945.05,4.19,65,Kolkata,22.5726,88.3639,West Bengal
2026-07-12,31.7,26.8,29.0,38.9,32.7,4.6,4.6,10.8,25.2,215,13.59,15135.85,3.06,53,Kolkata,22.5726,88.3639,West Bengal
2026-07-13,32.5,26.1,28.8,39.9,32.9,22.2,22.2,9.6,25.6,262,11.49,8742.14,2.6,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-14,32.5,26.3,28.7,40.9,32.7,7.8,7.8,8.3,27.4,54,22.56,39671.08,4.65,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-15,32.5,26.9,29.4,39.8,33.5,2.0,2.0,13.3,38.2,74,22.92,44369.77,5.0,53,Kolkata,22.5726,88.3639,West Bengal
2026-07-16,31.3,26.8,28.9,37.5,32.2,6.2,6.2,13.6,35.3,106,19.3,42880.76,4.24,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-17,31.0,27.0,28.9,37.1,32.4,7.1,7.1,14.5,32.8,168,16.91,38461.73,3.82,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-18,32.3,26.3,29.2,39.5,32.2,11.5,11.5,16.5,38.9,164,22.89,44125.84,4.96,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-19,31.2,25.9,28.7,37.6,31.7,17.3,17.3,12.4,32.4,166,15.03,25593.36,3.36,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-20,31.2,26.8,27.9,37.4,32.8,11.0,11.0,12.7,30.6,129,10.76,11622.65,2.39,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-21,28.8,25.2,26.9,35.3,30.1,22.8,22.8,12.1,29.5,119,8.83,2980.34,1.95,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-22,28.4,24.9,26.4,33.3,30.1,28.0,28.0,13.0,36.0,165,10.56,7268.65,2.18,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-23,28.7,24.5,26.6,35.5,29.4,21.4,21.4,16.5,39.2,195,16.05,26316.03,3.12,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-24,30.2,25.0,26.9,36.8,29.8,56.2,56.2,13.0,28.4,224,11.56,13625.86,2.45,65,Kolkata,22.5726,88.3639,West Bengal
2026-07-25,31.0,25.8,28.2,37.1,31.6,9.3,9.3,13.5,41.4,89,19.77,34143.03,4.19,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-26,31.7,25.9,28.4,38.1,31.0,4.9,4.9,17.0,48.6,68,22.05,39418.93,4.79,55,Kolkata,22.5726,88.3639,West Bengal
2026-07-27,30.6,25.2,27.1,36.0,29.3,43.0,43.0,19.5,51.5,62,11.91,11562.4,2.64,65,Kolkata,22.5726,88.3639,West Bengal
2026-07-28,30.3,26.0,27.9,35.2,29.8,8.8,8.8,21.7,54.0,126,20.8,39778.65,4.38,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-29,30.9,25.8,27.9,37.6,30.7,12.7,12.7,13.4,35.6,135,17.94,40131.34,3.77,63,Kolkata,22.5726,88.3639,West Bengal
2026-07-30,30.1,25.8,27.9,35.4,30.8,8.8,8.8,18.1,41.8,148,17.06,27086.68,3.68,61,Kolkata,22.5726,88.3639,West Bengal
2026-07-31,31.7,26.5,28.6,38.2,31.9,8.9,8.9,14.1,34.9,156,17.63,33307.48,3.93,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-01,31.4,25.7,28.4,38.7,31.1,20.9,20.9,11.0,31.3,177,15.79,26179.18,3.44,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-02,32.5,26.7,28.8,41.9,33.0,23.4,23.4,13.2,34.2,167,17.85,21387.09,3.77,65,Kolkata,22.5726,88.3639,West Bengal
2026-08-03,33.0,27.1,29.2,42.9,33.5,16.9,16.9,12.8,33.1,163,17.11,32209.38,3.63,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-04,32.5,26.6,29.4,41.4,32.9,11.2,11.2,10.5,28.8,165,18.13,26823.37,3.94,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-05,31.2,26.6,28.6,39.5,33.3,25.3,25.3,10.9,28.1,171,14.49,26879.0,3.06,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-06,29.2,26.6,27.8,34.9,33.4,3.9,3.9,7.3,15.8,152,9.87,2214.44,2.2,53,Kolkata,22.5726,88.3639,West Bengal
2026-08-07,29.0,25.5,27.2,35.2,31.1,20.9,20.9,10.1,23.4,148,12.38,17483.73,2.61,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-08,30.6,25.0,28.0,36.6,29.7,22.6,22.6,14.7,41.8,131,14.63,19322.48,3.21,65,Kolkata,22.5726,88.3639,West Bengal
2026-08-09,31.5,26.7,28.7,39.6,32.8,13.3,13.3,11.5,30.6,128,20.48,40480.92,4.23,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-10,31.7,26.5,28.9,38.9,32.5,15.1,15.1,8.1,24.1,117,20.32,40260.06,4.27,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-11,32.3,26.6,28.5,40.1,33.0,9.9,9.9,9.5,31.0,46,17.05,30650.61,3.6,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-12,33.4,26.5,28.9,43.1,32.5,25.7,25.7,8.6,27.7,333,18.23,26990.8,3.92,65,Kolkata,22.5726,88.3639,West Bengal
2026-08-13,30.9,26.8,28.5,37.5,32.2,20.3,20.3,15.3,41.0,88,15.56,29197.49,3.43,65,Kolkata,22.5726,88.3639,West Bengal
2026-08-14,30.6,26.7,28.7,37.4,32.5,11.0,11.0,14.8,37.1,138,20.94,39600.0,4.34,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-15,31.8,25.1,28.2,40.1,30.1,10.6,10.6,14.5,38.9,129,20.84,43432.96,4.31,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-16,31.4,26.2,27.9,38.1,32.0,12.8,12.8,15.2,39.6,76,13.56,20308.76,2.95,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-17,28.8,25.6,26.7,33.9,30.7,28.6,28.6,19.0,38.2,238,7.53,7801.87,1.62,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-18,30.8,25.9,28.1,36.3,30.5,8.8,8.8,17.5,43.6,179,16.51,36667.04,3.51,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-19,32.4,25.7,29.0,39.6,30.8,4.3,4.3,12.0,34.9,173,21.82,42872.43,4.79,61,Kolkata,22.5726,88.3639,West Bengal
2026-08-20,33.0,27.0,29.4,41.5,33.1,1.5,1.5,12.1,31.3,158,22.52,43200.0,4.78,53,Kolkata,22.5726,88.3639,West Bengal
2026-08-21,33.2,28.1,29.8,42.0,35.4,4.3,4.3,10.1,31.3,138,19.88,37159.91,4.26,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-22,32.9,27.8,29.8,40.0,34.8,2.4,2.4,11.6,29.2,113,19.32,37110.3,4.16,61,Kolkata,22.5726,88.3639,West Bengal
2026-08-23,32.4,26.8,29.4,39.0,32.4,2.6,2.6,13.8,40.0,88,17.93,29704.43,4.09,53,Kolkata,22.5726,88.3639,West Bengal
2026-08-24,30.7,26.8,28.4,37.4,32.5,18.4,18.4,14.8,36.7,142,16.02,34255.51,3.42,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-25,31.9,26.5,28.9,38.6,31.8,8.4,8.4,16.1,42.1,147,18.23,36737.4,3.92,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-26,32.4,26.6,29.1,40.0,32.5,3.3,3.3,12.5,29.2,153,19.16,40546.54,4.05,53,Kolkata,22.5726,88.3639,West Bengal
2026-08-27,32.7,27.5,29.6,42.1,34.8,7.4,7.4,8.5,24.5,141,21.52,43194.15,4.53,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-28,32.9,27.3,29.4,42.0,34.4,11.0,11.0,12.9,32.0,120,18.27,28518.33,3.92,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-29,32.2,26.8,29.4,40.1,33.5,5.0,5.0,14.6,36.4,83,18.86,41208.49,4.0,61,Kolkata,22.5726,88.3639,West Bengal
2026-08-30,31.4,26.5,28.5,38.0,32.4,19.7,19.7,13.9,37.8,58,15.98,34437.91,3.34,63,Kolkata,22.5726,88.3639,West Bengal
2026-08-31,31.4,25.9,27.9,37.1,30.8,17.7,17.7,17.3,46.8,105,13.17,16677.05,2.79,63,Kolkata,22.5726,88.3639,West Bengal
2026-09-01,29.1,25.9,27.3,34.7,31.0,28.2,28.2,16.7,37.8,128,8.96,1119.7,1.93,63,Kolkata,22.5726,88.3639,West Bengal
2026-09-02,30.6,26.1,27.6,37.9,31.6,36.3,36.3,14.1,28.4,132,11.77,13932.96,2.5,65,Kolkata,22.5726,88.3639,West Bengal
2026-09-03,30.4,25.6,27.8,37.1,31.5,14.2,14.2,10.0,23.8,153,9.14,11565.21,2.09,63,Kolkata,22.5726,88.3639,West Bengal
2026-09-04,31.2,25.6,28.6,38.8,31.4,12.1,12.1,12.1,29.9,180,20.02,40967.4,4.25,63,Kolkata,22.5726,88.3639,West Bengal
2026-09-05,31.4,27.0,28.7,39.6,33.0,10.9,10.9,9.0,28.8,167,17.34,36603.52,3.69,63,Kolkata,22.5726,88.3639,West Bengal
2026-09-06,32.8,26.2,29.5,39.3,31.7,5.3,5.3,9.5,20.9,184,14.49,26022.6,3.37,63,Kolkata,22.5726,88.3639,West Bengal
